,County,State,lat,lng
2396,Sumter County, South Carolina,28.67,-82.08
2397,Lexington County, South Carolina,33.93,-81.25
2398,Oconee County, South Carolina,33.82,-83.44
2399,Barnwell County, South Carolina,33.28,-81.47
2400,Berkeley County, South Carolina,33.13,-80.01
2401,Charleston County, South Carolina,32.8,-79.78
2402,Darlington County, South Carolina,34.36,-80.01
2403,Georgetown County, South Carolina,33.42,-79.29
2404,Marlboro County, South Carolina,34.56,-79.7
2405,York County, South Carolina,34.99,-81.25
2406,Anderson County, South Carolina,34.55,-82.65
2407,Cherokee County, South Carolina,34.25,-84.48
2408,Chesterfield County, South Carolina,37.37,-77.61
2409,Greenwood County, South Carolina,34.17,-82.13
2410,Jasper County, South Carolina,32.49,-81.08
2411,Horry County, South Carolina,33.92,-78.93
2412,Kershaw County, South Carolina,34.37,-80.59
2413,Lee County, South Carolina,26.66,-81.95
2414,Orangeburg County, South Carolina,33.56,-81.08
2415,Spartanburg County, South Carolina,34.86,-81.95
2416,Abbeville County, South Carolina,34.19,-82.48
2417,Bamberg County, South Carolina,33.21,-81.08
2418,Beaufort County, South Carolina,32.29,-80.72
2419,Calhoun County, South Carolina,42.21,-85.02
2420,Dillon County, South Carolina,34.36,-79.43
2421,Saluda County, South Carolina,34.01,-81.73
2422,Richland County, South Carolina,34.04,-80.94
2423,Fairfield County, South Carolina,39.83,-82.65
2424,Hampton County, South Carolina,32.81,-81.12
2425,Greenville County, South Carolina,34.93,-82.35
2426,Lancaster County, South Carolina,40.05,-76.18
2427,Dorchester County, South Carolina,33.17,-80.54
2428,Florence County, South Carolina,33.98,-79.65
2429,Laurens County, South Carolina,34.52,-82.13
2430,McCormick County, South Carolina,33.87,-82.26
2431,Pickens County, South Carolina,34.9,-82.65
2432,Union County, South Carolina,34.93,-80.54
2433,Williamsburg County, South Carolina,33.63,-79.65
2434,Aurora County, South Dakota,39.73,-104.83
2435,Grant County, South Dakota,47.2,-119.37
2436,Tripp County, South Dakota,43.22,-99.72
2437,Jackson County, South Dakota,38.99,-94.32
2438,Minnehaha County, South Dakota,43.66,-96.84
2439,Custer County, South Dakota,38.06,-105.31
2440,Hyde County, South Dakota,35.38,-76.18
2441,Clark County, South Dakota,36.08,-115.09
2442,Faulk County, South Dakota,45.08,-99.15
2443,Hutchinson County, South Dakota,35.8,-101.43
2444,Kingsbury County, South Dakota,44.38,-97.52
2445,Walworth County, South Dakota,42.62,-88.56
2446,Buffalo County, South Dakota,44.31,-91.75
2447,Clay County, South Dakota,29.99,-81.78
2448,Day County, South Dakota,45.42,-97.7
2449,Dewey County, South Dakota,36.02,-98.92
2450,Douglas County, South Dakota,39.26,-104.94
2451,Harding County, South Dakota,35.89,-103.82
2452,Hughes County, South Dakota,44.35,-99.81
2453,McPherson County, South Dakota,38.32,-97.7
2454,Roberts County, South Dakota,35.85,-100.89
2455,Sanborn County, South Dakota,44.04,-98.05
2456,Sully County, South Dakota,44.78,-100.07
2457,Lincoln County, South Dakota,35.46,-81.21
2458,Hand County, South Dakota,44.49,-99.01
2459,Lake County, South Dakota,28.7,-81.78
2460,Lawrence County, South Dakota,40.96,-80.37
2461,Yankton County, South Dakota,43.02,-97.35
2462,Codington County, South Dakota,45.0,-97.23
2463,Beadle County, South Dakota,44.48,-98.22
2464,Butte County, South Dakota,39.63,-121.54
2465,Corson County, South Dakota,45.76,-101.69
2466,Davison County, South Dakota,43.72,-98.22
2467,Edmunds County, South Dakota,45.46,-99.18
2468,Campbell County, South Dakota,37.22,-79.11
2469,Jerauld County, South Dakota,44.04,-98.62
2470,Bennett County, South Dakota,43.12,-101.62
2471,Haakon County, South Dakota,44.27,-101.52
2472,Stanley County, South Dakota,44.34,-100.8
2473,Jones County, South Dakota,31.53,-89.17
2474,Meade County, South Dakota,44.44,-102.69
2475,Potter County, South Dakota,35.4,-101.98
2476,Turner County, South Dakota,31.7,-83.63
2477,Brown County, South Dakota,44.46,-87.93
2478,Charles Mix County, South Dakota,43.1,-98.4
2479,Hanson County, South Dakota,43.61,-97.7
2480,McCook County, South Dakota,43.63,-97.35
2481,Marshall County, South Dakota,34.37,-86.34
2482,Mellette County, South Dakota,43.52,-100.71
2483,Moody County, South Dakota,43.98,-96.66
2484,Perkins County, South Dakota,40.79,-101.43
2485,Pennington County, South Dakota,43.89,-102.25
2486,Todd County, South Dakota,46.03,-94.83
2487,Union County, South Dakota,34.93,-80.54
2488,Miner County, South Dakota,44.06,-97.7
2489,Lyman County, South Dakota,43.9,-99.81
2490,Ziebach County, South Dakota,44.85,-101.7
2491,Deuel County, South Dakota,41.14,-102.3
2492,Spink County, South Dakota,44.84,-98.35
2493,Bon Homme County, South Dakota,42.98,-97.87
2494,Brule County, South Dakota,43.66,-99.1
2495,Brookings County, South Dakota,44.42,-96.84
2496,Fall River County, South Dakota,43.22,-103.45
2497,Gregory County, South Dakota,43.2,-99.1
2498,Hamlin County, South Dakota,44.7,-97.18
2499,Carroll County, Tennessee,39.54,-77.06
2500,Chester County, Tennessee,40.0,-75.81
2501,Decatur County, Tennessee,39.32,-85.52
2502,Davidson County, Tennessee,35.77,-80.19
2503,Jackson County, Tennessee,38.99,-94.32
2504,McNairy County, Tennessee,35.12,-88.56
2505,Perry County, Tennessee,40.37,-77.24
2506,Roane County, Tennessee,35.84,-84.56
2507,Bradley County, Tennessee,35.19,-84.86
2508,Meigs County, Tennessee,39.09,-82.0
2509,Hamblen County, Tennessee,36.21,-83.29
2510,Haywood County, Tennessee,35.62,-82.99
2511,Houston County, Tennessee,32.42,-83.63
2512,Maury County, Tennessee,35.62,-87.14
2513,Union County, Tennessee,34.93,-80.54
2514,Hardin County, Tennessee,30.36,-94.32
2515,Montgomery County, Tennessee,39.15,-77.24
2516,Dickson County, Tennessee,36.15,-87.3
2517,Morgan County, Tennessee,41.06,-111.62
2518,Grundy County, Tennessee,41.35,-88.4
2519,Monroe County, Tennessee,43.28,-77.75
2520,Henry County, Tennessee,33.43,-84.14
2521,Cocke County, Tennessee,35.94,-83.12
2522,Crockett County, Tennessee,30.6,-101.16
2523,DeKalb County, Tennessee,33.8,-84.23
2524,Lake County, Tennessee,28.7,-81.78
2525,Knox County, Tennessee,35.99,-83.94
2526,Lewis County, Tennessee,46.62,-122.46
2527,McMinn County, Tennessee,35.4,-84.65
2528,Marshall County, Tennessee,34.37,-86.34
2529,Obion County, Tennessee,36.35,-89.17
2530,Rhea County, Tennessee,35.59,-84.98
2531,Scott County, Tennessee,44.68,-93.54
2532,Tipton County, Tennessee,35.52,-89.74
2533,Anderson County, Tennessee,34.55,-82.65
2534,Dyer County, Tennessee,36.04,-89.44
2535,Fentress County, Tennessee,36.37,-84.9
2536,Gibson County, Tennessee,38.33,-87.58
2537,Hamilton County, Tennessee,39.24,-84.56
2538,Hardeman County, Tennessee,35.12,-89.02
2539,Loudon County, Tennessee,39.08,-77.65
2540,Polk County, Tennessee,27.86,-81.69
2541,Rutherford County, Tennessee,35.77,-86.34
2542,Smith County, Tennessee,32.34,-95.31
2543,White County, Tennessee,34.66,-83.72
2544,Wilson County, Tennessee,35.69,-77.88
2545,Sullivan County, Tennessee,41.69,-74.78
2546,Unicoi County, Tennessee,36.07,-82.52
2547,Warren County, Tennessee,39.42,-84.19
2548,Washington County, Tennessee,45.55,-123.14
2549,Weakley County, Tennessee,36.34,-88.71
2550,Benton County, Tennessee,46.32,-119.5
2551,Bledsoe County, Tennessee,35.6,-85.23
2552,Campbell County, Tennessee,37.22,-79.11
2553,Cannon County, Tennessee,35.81,-86.05
2554,Coffee County, Tennessee,35.46,-86.05
2555,Fayette County, Tennessee,33.45,-84.48
2556,Hancock County, Tennessee,39.82,-85.85
2557,Hawkins County, Tennessee,36.44,-82.95
2558,Johnson County, Tennessee,38.85,-94.85
2559,Lincoln County, Tennessee,35.46,-81.21
2560,Macon County, Tennessee,35.12,-83.34
2561,Moore County, Tennessee,35.37,-79.47
2562,Robertson County, Tennessee,36.53,-86.86
2563,Franklin County, Tennessee,40.02,-82.99
2564,Blount County, Tennessee,35.67,-83.85
2565,Cheatham County, Tennessee,36.18,-87.1
2566,Carter County, Tennessee,36.26,-82.13
2567,Grainger County, Tennessee,36.31,-83.55
2568,Giles County, Tennessee,37.31,-80.68
2569,Lauderdale County, Tennessee,34.88,-87.66
2570,Lawrence County, Tennessee,40.96,-80.37
2571,Madison County, Tennessee,38.9,-89.93
2572,Marion County, Tennessee,44.84,-122.59
2573,Overton County, Tennessee,36.39,-85.31
2574,Pickett County, Tennessee,36.55,-85.15
2575,Sumner County, Tennessee,36.47,-86.5
2576,Wayne County, Tennessee,42.28,-83.34
2577,Trousdale County, Tennessee,36.4,-86.15
2578,Williamson County, Tennessee,30.76,-97.7
2579,Bedford County, Tennessee,37.25,-79.47
2580,Clay County, Tennessee,29.99,-81.78
2581,Greene County, Tennessee,39.7,-83.89
2582,Cumberland County, Tennessee,34.95,-78.75
2583,Shelby County, Tennessee,35.13,-89.93
2584,Van Buren County, Tennessee,42.25,-86.01
2585,Claiborne County, Tennessee,36.48,-83.63
2586,Henderson County, Tennessee,35.37,-82.43
2587,Hickman County, Tennessee,35.8,-87.46
2588,Humphreys County, Tennessee,36.02,-87.74
2589,Jefferson County, Tennessee,39.58,-105.27
2590,Putnam County, Tennessee,41.44,-73.79
2591,Sequatchie County, Tennessee,35.35,-85.4
2592,Sevier County, Tennessee,35.83,-83.51
2593,Stewart County, Tennessee,36.5,-87.78
2594,Hardin County, Texas,30.36,-94.32
2595,Haskell County, Texas,33.14,-99.81
2596,Howard County, Texas,39.29,-76.96
2597,Leon County, Texas,30.49,-84.19
2598,Mills County, Texas,31.61,-98.57
2599,Montague County, Texas,33.65,-97.7
2600,Newton County, Texas,33.55,-83.85
2601,Panola County, Texas,32.19,-94.32
2602,Reeves County, Texas,31.43,-103.73
2603,Sabine County, Texas,31.3,-93.82
2604,Sherman County, Texas,45.41,-120.75
2605,Swisher County, Texas,34.55,-101.8
2606,Hunt County, Texas,33.2,-96.15
2607,Camp County, Texas,32.96,-95.0
2608,Hansford County, Texas,36.32,-101.43
2609,Guadalupe County, Texas,29.65,-97.87
2610,Clay County, Texas,29.99,-81.78
2611,Hartley County, Texas,35.86,-102.53
2612,Hill County, Texas,32.06,-97.18
2613,Limestone County, Texas,34.78,-86.94
2614,Nacogdoches County, Texas,31.64,-94.65
2615,Parmer County, Texas,34.46,-102.71
2616,Parker County, Texas,32.74,-97.87
2617,Presidio County, Texas,29.95,-104.1
2618,Val Verde County, Texas,29.87,-101.16
2619,Culberson County, Texas,31.35,-104.47
2620,Ector County, Texas,31.82,-102.53
2621,Garza County, Texas,33.2,-101.25
2622,Glasscock County, Texas,31.91,-101.62
2623,Grimes County, Texas,30.48,-95.98
2624,Travis County, Texas,30.21,-97.7
2625,Collin County, Texas,33.18,-96.49
2626,Angelina County, Texas,31.27,-94.65
2627,Collingsworth County, Texas,35.04,-100.35
2628,Cottle County, Texas,34.16,-100.35
2629,Hays County, Texas,30.05,-98.0
2630,Lamb County, Texas,34.15,-102.35
2631,Lipscomb County, Texas,36.25,-100.35
2632,Loving County, Texas,31.89,-103.64
2633,Matagorda County, Texas,28.82,-95.98
2634,Pecos County, Texas,30.83,-102.62
2635,Robertson County, Texas,36.53,-86.86
2636,Rockwall County, Texas,32.87,-96.37
2637,Rusk County, Texas,45.52,-91.16
2638,Taylor County, Texas,32.25,-99.81
2639,Throckmorton County, Texas,33.18,-99.28
2640,Trinity County, Texas,40.63,-123.06
2641,Walker County, Texas,30.68,-95.65
2642,Wood County, Texas,44.47,-90.07
2643,Bandera County, Texas,29.74,-99.28
2644,Aransas County, Texas,28.08,-96.96
2645,Childress County, Texas,34.53,-100.17
2646,Cochran County, Texas,33.56,-102.9
2647,Coke County, Texas,31.83,-100.53
2648,Comal County, Texas,29.81,-98.22
2649,Coryell County, Texas,31.48,-97.87
2650,Hemphill County, Texas,35.9,-100.35
2651,Houston County, Texas,32.42,-83.63
2652,Moore County, Texas,35.37,-79.47
2653,Navarro County, Texas,32.1,-96.49
2654,Potter County, Texas,35.4,-101.98
2655,San Augustine County, Texas,31.47,-94.15
2656,Scurry County, Texas,32.69,-100.89
2657,Shackelford County, Texas,32.82,-99.28
2658,Starr County, Texas,26.62,-98.75
2659,Stonewall County, Texas,33.11,-100.17
2660,Upton County, Texas,31.34,-101.98
2661,Bastrop County, Texas,30.05,-97.35
2662,Brown County, Texas,44.46,-87.93
2663,Hall County, Texas,34.31,-83.8
2664,Bee County, Texas,28.36,-97.7
2665,Franklin County, Texas,40.02,-82.99
2666,Frio County, Texas,28.83,-99.1
2667,Crane County, Texas,31.47,-102.53
2668,Lampasas County, Texas,31.27,-98.22
2669,McCulloch County, Texas,31.2,-99.28
2670,Mason County, Texas,47.43,-123.2
2671,Dickens County, Texas,33.6,-100.71
2672,Lee County, Texas,26.66,-81.95
2673,Tarrant County, Texas,32.77,-97.35
2674,Anderson County, Texas,34.55,-82.65
2675,Ellis County, Texas,32.26,-96.84
2676,Jackson County, Texas,38.99,-94.32
2677,Kerr County, Texas,30.09,-99.46
2678,Milam County, Texas,30.81,-96.98
2679,Comanche County, Texas,34.66,-98.4
2680,Falls County, Texas,31.16,-97.01
2681,Brooks County, Texas,27.03,-98.22
2682,Austin County, Texas,29.87,-96.28
2683,Kenedy County, Texas,26.87,-97.7
2684,Nueces County, Texas,27.77,-97.48
2685,Colorado County, Texas,29.54,-96.49
2686,San Patricio County, Texas,28.0,-97.52
2687,Rains County, Texas,32.9,-95.77
2688,Randall County, Texas,34.9,-101.8
2689,Real County, Texas,29.89,-99.81
2690,San Saba County, Texas,31.24,-98.75
2691,Schleicher County, Texas,30.92,-100.53
2692,Sterling County, Texas,31.78,-101.07
2693,Zavala County, Texas,28.88,-99.72
2694,Calhoun County, Texas,42.21,-85.02
2695,Carson County, Texas,35.46,-101.43
2696,Foard County, Texas,33.99,-99.77
2697,Freestone County, Texas,31.75,-96.15
2698,Goliad County, Texas,28.57,-97.35
2699,Hamilton County, Texas,39.24,-84.56
2700,Hardeman County, Texas,35.12,-89.02
2701,Mitchell County, Texas,36.03,-82.15
2702,Titus County, Texas,33.25,-94.98
2703,Briscoe County, Texas,34.53,-101.16
2704,Lavaca County, Texas,29.34,-96.84
2705,Liberty County, Texas,30.16,-94.81
2706,Terry County, Texas,33.09,-102.35
2707,Wise County, Texas,33.29,-97.7
2708,Erath County, Texas,32.18,-98.22
2709,Brazoria County, Texas,29.21,-95.48
2710,Motley County, Texas,34.13,-100.71
2711,Donley County, Texas,34.99,-100.89
2712,Atascosa County, Texas,28.87,-98.57
2713,Coleman County, Texas,31.73,-99.46
2714,Nolan County, Texas,32.38,-100.35
2715,Hudspeth County, Texas,31.57,-105.59
2716,Medina County, Texas,41.08,-81.95
2717,Ward County, Texas,48.21,-101.58
2718,Henderson County, Texas,35.37,-82.43
2719,Harrison County, Texas,30.43,-89.02
2720,Menard County, Texas,30.98,-99.81
2721,Lamar County, Texas,33.76,-95.65
2722,Fayette County, Texas,33.45,-84.48
2723,Williamson County, Texas,30.76,-97.7
2724,Kimble County, Texas,30.43,-99.81
2725,Martin County, Texas,27.08,-80.41
2726,Do̱a Ana County, New Mexico,32.49,-106.72
2727,Oglala Lakota County, South Dakota,43.24,-102.62
2728,Polk County, Texas,27.86,-81.69
2729,Refugio County, Texas,28.35,-97.14
2730,Van Zandt County, Texas,32.49,-95.81
2731,Caldwell County, Texas,35.92,-81.56
2732,Wilbarger County, Texas,34.07,-99.28
2733,Reagan County, Texas,31.29,-101.52
2734,Yoakum County, Texas,33.21,-102.9
2735,Hale County, Texas,34.11,-101.89
2736,Shelby County, Texas,35.13,-89.93
2737,Red River County, Texas,33.61,-94.98
2738,Runnels County, Texas,31.87,-99.99
2739,San Jacinto County, Texas,30.52,-95.14
2740,Sutton County, Texas,30.56,-100.53
2741,Tom Green County, Texas,31.38,-100.44
2742,Upshur County, Texas,32.71,-94.98
2743,Victoria County, Texas,28.77,-97.01
2744,Waller County, Texas,29.98,-96.03
2745,Wharton County, Texas,29.37,-96.15
2746,Wichita County, Texas,33.93,-98.75
2747,Wilson County, Texas,35.69,-77.88
2748,Borden County, Texas,32.82,-101.43
2749,Hockley County, Texas,33.62,-102.35
2750,Marion County, Texas,44.84,-122.59
2751,Maverick County, Texas,28.74,-100.35
2752,Midland County, Texas,43.58,-84.35
2753,Grayson County, Texas,33.71,-96.66
2754,Live Oak County, Texas,28.34,-98.05
2755,Llano County, Texas,30.69,-98.75
2756,Palo Pinto County, Texas,32.75,-98.31
2757,Fannin County, Texas,33.55,-96.15
2758,Karnes County, Texas,28.91,-97.87
2759,DeWitt County, Texas,29.12,-97.35
2760,Brazos County, Texas,30.65,-96.32
2761,Callahan County, Texas,32.27,-99.46
2762,Cass County, Texas,47.21,-94.23
2763,Gaines County, Texas,32.7,-102.71
2764,Gregg County, Texas,32.49,-94.85
2765,Gray County, Texas,35.34,-100.89
2766,Madison County, Texas,38.9,-89.93
2767,Lubbock County, Texas,33.68,-101.8
2768,Jack County, Texas,33.26,-98.22
2769,Kaufman County, Texas,32.59,-96.31
2770,Kendall County, Texas,41.55,-88.44
2771,Bosque County, Texas,31.85,-97.7
2772,Floyd County, Texas,34.28,-85.23
2773,Bexar County, Texas,29.42,-98.57
2774,Bailey County, Texas,34.09,-102.9
2775,Chambers County, Texas,29.75,-94.69
2776,Baylor County, Texas,33.54,-99.28
2777,Bell County, Texas,31.13,-97.52
2778,Cameron County, Texas,26.13,-97.52
2779,Denton County, Texas,33.14,-97.18
2780,Orange County, Texas,33.72,-117.83
2781,Hutchinson County, Texas,35.8,-101.43
2782,Washington County, Texas,45.55,-123.14
2783,Morris County, Texas,40.83,-74.55
2784,Stephens County, Texas,34.55,-83.29
2785,Winkler County, Texas,31.77,-103.08
2786,Harris County, Texas,29.78,-95.31
2787,Andrews County, Texas,32.34,-102.71
2788,Burnet County, Texas,30.73,-98.22
2789,Gillespie County, Texas,30.31,-98.92
2790,Gonzales County, Texas,29.48,-97.52
2791,Dallas County, Texas,32.8,-96.84
2792,Lynn County, Texas,33.14,-101.8
2793,McMullen County, Texas,28.31,-98.57
2794,Young County, Texas,33.22,-98.75
2795,Zapata County, Texas,26.97,-99.1
2796,Johnson County, Texas,38.85,-94.85
2797,Hood County, Texas,32.43,-97.83
2798,Hopkins County, Texas,33.23,-95.48
2799,McLennan County, Texas,31.52,-97.18
2800,Ochiltree County, Texas,36.29,-100.8
2801,King County, Texas,47.55,-121.98
2802,Knox County, Texas,35.99,-83.94
2803,Cherokee County, Texas,34.25,-84.48
2804,Concho County, Texas,31.34,-99.81
2805,Delta County, Texas,38.85,-107.76
2806,Edwards County, Texas,29.93,-100.44
2807,Eastland County, Texas,32.32,-98.75
2808,Jones County, Texas,31.53,-89.17
2809,Jeff Davis County, Texas,30.75,-104.19
2810,Jim Hogg County, Texas,27.0,-98.75
2811,Jim Wells County, Texas,27.78,-98.05
2812,Montgomery County, Texas,39.15,-77.24
2813,Dallam County, Texas,36.21,-102.53
2814,Dimmit County, Texas,28.41,-99.81
2815,Webb County, Texas,27.82,-99.01
2816,Fort Bend County, Texas,29.57,-95.81
2817,Armstrong County, Texas,40.88,-79.47
2818,Castro County, Texas,34.5,-102.35
2819,Irion County, Texas,31.26,-100.89
2820,Kleberg County, Texas,27.43,-97.7
2821,Willacy County, Texas,26.49,-97.7
2822,Cooke County, Texas,33.67,-97.35
2823,Crosby County, Texas,33.55,-101.25
2824,Dawson County, Texas,34.41,-84.14
2825,Fisher County, Texas,32.74,-100.35
2826,Duval County, Texas,30.35,-81.6
2827,Burleson County, Texas,30.45,-96.66
2828,Blanco County, Texas,30.35,-98.4
2829,Jasper County, Texas,32.49,-81.08
2830,Jefferson County, Texas,39.58,-105.27
2831,Kinney County, Texas,29.29,-100.35
2832,Oldham County, Texas,38.36,-85.48
2833,Deaf Smith County, Texas,35.0,-102.53
2834,Galveston County, Texas,29.38,-94.85
2835,El Paso County, Texas,31.8,-106.21
2836,La Salle County, Texas,28.28,-99.1
2837,Roberts County, Texas,35.85,-100.89
2838,Terrell County, Texas,30.23,-102.16
2839,Tyler County, Texas,30.73,-94.32
2840,Uvalde County, Texas,29.33,-99.81
2841,Wheeler County, Texas,44.67,-120.08
2842,Bowie County, Texas,33.45,-94.48
2843,Archer County, Texas,33.58,-98.75
2844,Brewster County, Texas,29.66,-103.36
2845,Kent County, Texas,43.01,-85.52
2846,Hidalgo County, Texas,26.47,-98.22
2847,Smith County, Texas,32.34,-95.31
2848,Somervell County, Texas,32.25,-97.74
2849,Crockett County, Texas,30.6,-101.16
2850,Millard County, Utah,39.06,-113.19
2851,Tooele County, Utah,40.51,-113.0
2852,Washington County, Utah,45.55,-123.14
2853,Kane County, Utah,41.99,-88.4
2854,Summit County, Utah,41.09,-81.56
2855,Grand County, Utah,40.07,-106.06
2856,Piute County, Utah,38.4,-112.14
2857,Rich County, Utah,41.56,-111.19
2858,Wasatch County, Utah,40.36,-111.0
2859,Beaver County, Utah,40.64,-80.37
2860,Box Elder County, Utah,41.54,-113.19
2861,Iron County, Utah,37.79,-113.19
2862,Sanpete County, Utah,39.31,-111.57
2863,Sevier County, Utah,35.83,-83.51
2864,Utah County, Utah,40.1,-111.57
2865,Weber County, Utah,41.26,-111.95
2866,Duchesne County, Utah,40.22,-110.52
2867,San Juan County, Utah,48.61,-122.96
2868,Salt Lake County, Utah,40.64,-111.95
2869,Uintah County, Utah,40.11,-109.38
2870,Daggett County, Utah,40.91,-109.52
2871,Davis County, Utah,40.96,-112.1
2872,Wayne County, Utah,42.28,-83.34
2873,Carbon County, Utah,40.9,-75.67
2874,Emery County, Utah,39.07,-110.71
2875,Morgan County, Utah,41.06,-111.62
2876,Cache County, Utah,41.76,-111.76
2877,Garfield County, Utah,39.66,-107.76
2878,Juab County, Utah,39.71,-112.72
2879,Rutland County, Vermont,43.64,-72.99
2880,Orleans County, Vermont,43.41,-78.2
2881,Grand Isle County, Vermont,44.86,-73.3
2882,Orange County, Vermont,33.72,-117.83
2883,Chittenden County, Vermont,44.4,-73.0
2884,Lamoille County, Vermont,44.64,-72.63
2885,Windsor County, Vermont,43.44,-72.62
2886,Franklin County, Vermont,40.02,-82.99
2887,Caledonia County, Vermont,44.55,-72.05
2888,Windham County, Vermont,41.83,-72.05
2889,Bennington County, Vermont,43.03,-73.13
2890,Addison County, Vermont,44.12,-73.16
2891,Essex County, Vermont,40.79,-74.26
2892,Washington County, Vermont,45.55,-123.14
2893,Charles City County, Virginia,37.4,-77.15
2894,Culpeper County, Virginia,38.49,-77.97
2895,Dinwiddie County, Virginia,37.08,-77.65
2896,Greene County, Virginia,39.7,-83.89
2897,Hanover County, Virginia,37.78,-77.52
2898,Lunenburg County, Virginia,36.93,-78.25
2899,Orange County, Virginia,33.72,-117.83
2900,Emporia city, Virginia,38.4,-96.18
2901,Wythe County, Virginia,36.95,-81.08
2902,Chesapeake city, Virginia,39.53,-75.81
2903,Colonial Heights city, Virginia,37.24,-77.41
2904,Harrisonburg city, Virginia,38.45,-78.87
2905,Albemarle County, Virginia,38.06,-78.61
2906,Bland County, Virginia,37.09,-81.12
2907,Bedford County, Virginia,37.25,-79.47
2908,Botetourt County, Virginia,37.58,-79.78
2909,Buckingham County, Virginia,37.51,-78.57
2910,Wise County, Virginia,33.29,-97.7
2911,Bristol city, Virginia,51.45,-2.59
2912,Covington city, Virginia,37.79,-79.99
2913,Portsmouth city, Virginia,36.84,-76.3
2914,Williamsburg city, Virginia,37.27,-76.71
2915,Virginia Beach city, Virginia,36.85,-75.98
2916,Alleghany County, Virginia,37.85,-80.05
2917,Carroll County, Virginia,39.54,-77.06
2918,Galax city, Virginia,36.66,-80.92
2919,Washington County, Virginia,45.55,-123.14
2920,Westmoreland County, Virginia,40.24,-79.47
2921,Northumberland County, Virginia,40.87,-76.69
2922,Page County, Virginia,38.63,-78.52
2923,Pulaski County, Virginia,34.75,-92.22
2924,Warren County, Virginia,39.42,-84.19
2925,Alexandria city, Virginia,38.8,-77.05
2926,Danville city, Virginia,36.59,-79.4
2927,Fredericksburg city, Virginia,38.3,-77.46
2928,Hampton city, Virginia,37.03,-76.35
2929,Amherst County, Virginia,37.56,-79.11
2930,Arlington County, Virginia,38.88,-77.09
2931,Bath County, Virginia,38.11,-79.65
2932,Hopewell city, Virginia,37.3,-77.29
2933,Buchanan County, Virginia,39.63,-94.81
2934,Newport News city, Virginia,37.09,-76.47
2935,Frederick County, Virginia,39.38,-77.47
2936,Stafford County, Virginia,38.43,-77.42
2937,Lynchburg city, Virginia,37.41,-79.14
2938,York County, Virginia,34.99,-81.25
2939,Richmond city, Virginia,37.54,-77.44
2940,Martinsville city, Virginia,36.69,-79.87
2941,Nelson County, Virginia,37.75,-78.88
2942,Essex County, Virginia,40.79,-74.26
2943,Pittsylvania County, Virginia,36.74,-79.47
2944,Norton city, Virginia,41.03,-81.64
2945,Staunton city, Virginia,38.15,-79.07
2946,Fluvanna County, Virginia,37.85,-78.25
2947,Amelia County, Virginia,37.32,-77.97
2948,Radford city, Virginia,37.13,-80.58
2949,Accomack County, Virginia,37.71,-75.81
2950,Craig County, Virginia,37.45,-80.23
2951,Floyd County, Virginia,34.28,-85.23
2952,Giles County, Virginia,37.31,-80.68
2953,Grayson County, Virginia,33.71,-96.66
2954,Nottoway County, Virginia,37.11,-78.02
2955,Rappahannock County, Virginia,38.68,-78.16
2956,Tazewell County, Virginia,40.55,-89.47
2957,Buena Vista city, Virginia,37.73,-79.35
2958,Falls Church city, Virginia,38.88,-77.17
2959,Manassas Park city, Virginia,38.78,-77.47
2960,Petersburg city, Virginia,37.23,-77.4
2961,Poquoson city, Virginia,37.12,-76.35
2962,Sussex County, Virginia,38.65,-75.43
2963,Fairfax city, Virginia,38.85,-77.31
2964,Waynesboro city, Virginia,38.07,-78.89
2965,Manassas city, Virginia,38.75,-77.48
2966,Roanoke city, Virginia,37.27,-79.94
2967,Salem city, Virginia,40.05,-111.67
2968,Suffolk city, Virginia,36.73,-76.58
2969,Norfolk city, Virginia,36.85,-76.29
2970,Charlotte County, Virginia,26.89,-81.91
2971,Chesterfield County, Virginia,37.37,-77.61
2972,Fairfax County, Virginia,38.91,-77.24
2973,Greensville County, Virginia,36.61,-77.61
2974,Isle of Wight County, Virginia,36.93,-76.69
2975,James City County, Virginia,37.3,-76.8
2976,Russell County, Virginia,32.36,-85.19
2977,Franklin city, Virginia,35.93,-86.87
2978,Smyth County, Virginia,36.87,-81.56
2979,Charlottesville city, Virginia,38.03,-78.48
2980,Lexington city, Virginia,35.83,-80.25
2981,Campbell County, Virginia,37.22,-79.11
2982,Henrico County, Virginia,37.51,-77.33
2983,Henry County, Virginia,33.43,-84.14
2984,King George County, Virginia,38.24,-77.15
2985,Louisa County, Virginia,37.99,-77.97
2986,King William County, Virginia,37.74,-77.15
2987,Lancaster County, Virginia,40.05,-76.18
2988,Lee County, Virginia,26.66,-81.95
2989,Mathews County, Virginia,37.39,-76.32
2990,Middlesex County, Virginia,40.41,-74.36
2991,Prince Edward County, Virginia,37.2,-78.43
2992,Prince George County, Virginia,38.78,-76.87
2993,Richmond County, Virginia,33.32,-82.08
2994,Rockingham County, Virginia,38.58,-78.88
2995,Scott County, Virginia,44.68,-93.54
2996,Spotsylvania County, Virginia,38.2,-77.61
2997,Surry County, Virginia,36.37,-80.68
2998,Appomattox County, Virginia,37.4,-78.79
2999,Clarke County, Virginia,33.95,-83.36
3000,Franklin County, Virginia,40.02,-82.99
3001,King and Queen County, Virginia,37.73,-76.9
3002,Mecklenburg County, Virginia,35.26,-80.85
3003,Montgomery County, Virginia,39.15,-77.24
3004,New Kent County, Virginia,37.47,-76.96
